category,city,fax,name,country,address2,address,brand,phone,state,postal_code,location,last_checked,location_geocells,image_url,id
3,Richmond Hill,(905) 881-7841,Sheraton Parkway Toronto North Hotel & Suites,Canada,,600 Highway 7 East,sheraton,(905) 881-2121,Ontario,L4B 1B2,"43.8444677,-79.3822423",2010-09-22T11:08:18,"[u'9', u'9a', u'9ab', u'9abd', u'9abd6', u'9abd62', u'9abd62d', u'9abd62da', u'9abd62da7', u'9abd62da74', u'9abd62da749', u'9abd62da7495', u'9abd62da74959']",http://www.starwoodhotels.com/pub/media/221/she221lo.48888_tn.jpg,221
3,Kansas City,(816) 391-4438,"The Westin Crown Center, Kansas City",United States,,1 East Pershing Road,westin,(816) 474-4400,Missouri,64108,"39.0839588,-94.5835313",2010-09-22T00:46:21,"[u'8', u'8f', u'8f7', u'8f7a', u'8f7ac', u'8f7ac7', u'8f7ac77', u'8f7ac779', u'8f7ac7794', u'8f7ac77941', u'8f7ac779419', u'8f7ac7794195', u'8f7ac7794195f']",http://www.starwoodhotels.com/pub/media/1039/wes1039ex.81047_tn.jpg,1039
4,Nusa Dua,(62)(361) 771326,"The Laguna Resort & Spa, Nusa Dua, Bali",Indonesia,,Kawasan Pariwisata Nusa Dua Lot N2,luxury,(62)(361) 771327,Bali,80363,"-8.79348,115.22843",2010-09-22T17:06:13,"[u'7', u'7b', u'7b0', u'7b0b', u'7b0b7', u'7b0b7f', u'7b0b7fa', u'7b0b7fa8', u'7b0b7fa86', u'7b0b7fa86d', u'7b0b7fa86d2', u'7b0b7fa86d24', u'7b0b7fa86d242']",http://www.starwoodhotels.com/pub/media/277/lux277gr.6149_tn.jpg,277
5,The Hague,31 (0)70 361 23 50,"Hotel Des Indes, The Hague",Netherlands,,Lange Voorhout 54-56,luxury,31 (0)70 361 23 45,,2514 EG,"52.0836987,4.3133336",2010-09-24T07:51:24,"[u'e', u'e0', u'e08', u'e08d', u'e08d0', u'e08d03', u'e08d030', u'e08d030b', u'e08d030b0', u'e08d030b07', u'e08d030b079', u'e08d030b0795', u'e08d030b0795d']",http://www.starwoodhotels.com/pub/media/1924/lux1924ex.32869_tn.jpg,1924
5,Washington,(202) 661-2405,W Washington D.C.,United States,F St. Between 14th and 15th Street,515 15th Street NW,whotels,(202) 661-2400,District of Columbia,20004,"38.8968686,-77.033629",2010-09-24T04:55:06,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6b2', u'9a6b27', u'9a6b274', u'9a6b2742', u'9a6b2742b', u'9a6b2742bd', u'9a6b2742bd9', u'9a6b2742bd98', u'9a6b2742bd98e']",http://www.starwoodhotels.com/pub/media/3279/who3279ex.79401_tn.jpg,3279
3,Buenos Aires,(54)(11) 43189346,Sheraton Buenos Aires Hotel & Convention Center,Argentina,,San Martin 1225/1275,sheraton,(54)(11) 43189000,Buenos Aires,1104,"-34.607374,-58.447068",2010-09-22T13:57:22,"[u'3', u'31', u'31b', u'31bc', u'31bcb', u'31bcb5', u'31bcb52', u'31bcb52a', u'31bcb52aa', u'31bcb52aa2', u'31bcb52aa26', u'31bcb52aa269', u'31bcb52aa269a']",http://www.starwoodhotels.com/pub/media/260/she260ex.58896_tn.jpg,260
3,Nashville,(615) 231-1136,Sheraton Music City Hotel,United States,,777 McGavock Pike,sheraton,(615) 885-2200,Tennessee,37214,"36.144863,-86.683181",2010-09-24T03:14:55,"[u'9', u'9a', u'9a0', u'9a0e', u'9a0e3', u'9a0e39', u'9a0e396', u'9a0e396f', u'9a0e396ff', u'9a0e396ffa', u'9a0e396ffa5', u'9a0e396ffa56', u'9a0e396ffa567']",http://www.starwoodhotels.com/pub/media/198/she198ex.65488_tn.jpg,198
3,Saskatoon,(306) 244-1739,Sheraton Cavalier Saskatoon Hotel,Canada,,612 Spadina Crescent East,sheraton,(306) 652-6770,Saskatchewan,S7K 3G9,"52.1267676,-106.6586221",2010-09-22T11:12:18,"[u'a', u'a5', u'a59', u'a598', u'a5980', u'a5980c', u'a5980c1', u'a5980c1d', u'a5980c1db', u'a5980c1db4', u'a5980c1db42', u'a5980c1db42d', u'a5980c1db42df']",http://www.starwoodhotels.com/pub/media/739/she739ex.37273_tn.jpg,739
4,Vancouver,(604) 893-7200,Sheraton Vancouver Wall Centre,Canada,,1088 Burrard Street,sheraton,(604) 331-1000,British Columbia,V6Z 2R9,"49.2804938,-123.1270705",2010-09-22T11:16:19,"[u'a', u'a4', u'a46', u'a468', u'a4681', u'a46817', u'a468172', u'a4681729', u'a46817293', u'a46817293e', u'a46817293e9', u'a46817293e9c', u'a46817293e9ce']",http://www.starwoodhotels.com/pub/media/709/na709wb1_tn.jpg,709
3,Hermanus,(27)(28) 284 0003,Arabella Western Cape Hotel & Spa,South Africa,,R44 to Kleinmond,luxury,(27)(28) 284 0000,,,"-34.4204321,19.2401141",2010-09-22T14:17:24,"[u'6', u'60', u'60f', u'60fb', u'60fb4', u'60fb44', u'60fb44d', u'60fb44de', u'60fb44dee', u'60fb44dee8', u'60fb44dee87', u'60fb44dee87e', u'60fb44dee87e1']",http://www.starwoodhotels.com/pub/media/1371/lux1371ex.38414_tn.jpg,1371
4,Bratislava,(421)(0) 2 3535 0009,Sheraton Bratislava Hotel,Slovakia,,Pribinova 12,sheraton,(421)(0) 2 3535 0000,,81109,"48.1409136,17.1209101",2010-09-22T11:20:19,"[u'e', u'e0', u'e07', u'e070', u'e0702', u'e0702e', u'e0702e7', u'e0702e7a', u'e0702e7ad', u'e0702e7ad2', u'e0702e7ad21', u'e0702e7ad218', u'e0702e7ad2182']",http://www.starwoodhotels.com/pub/media/3330/she3330ex.88107_tn.jpg,3330
2,Karachi,(92)(21) 35633209,Sheraton Karachi Hotel,Pakistan,P.O. Box 3918,Club Road,sheraton,(92)(21) 35633333,,75530,"24.8488362,67.0286795",2010-09-23T04:18:39,"[u'c', u'cc', u'cc5', u'cc5f', u'cc5f6', u'cc5f66', u'cc5f666', u'cc5f666e', u'cc5f666e0', u'cc5f666e0d', u'cc5f666e0da', u'cc5f666e0dae', u'cc5f666e0dae7']",http://www.starwoodhotels.com/pub/media/448/she448ex.54435_tn.jpg,448
3,Windsor Locks,(860) 627-9348,Sheraton Bradley Airport Hotel,United States,,1 Bradley International Airport,sheraton,(860) 627-5311,Connecticut,06096,"41.928687,-72.683873",2010-09-24T05:51:12,"[u'9', u'9a', u'9ad', u'9ada', u'9ada9', u'9ada99', u'9ada990', u'9ada9902', u'9ada9902b', u'9ada9902b0', u'9ada9902b07', u'9ada9902b074', u'9ada9902b074a']",http://www.starwoodhotels.com/pub/media/19/she19ex.21587_tn.jpg,19
2,Rome,(39)(06) 50834701,Four Points by Sheraton Roma West Hotel,Italy,,"Viale degli Eroi di Cefalonia, 301",fourpoints,(39)(06) 50834111,,00128,"41.7805024,12.4395886",2010-09-22T11:24:19,"[u'c', u'ca', u'cac', u'caca', u'caca7', u'caca79', u'caca79c', u'caca79ca', u'caca79cae', u'caca79cae2', u'caca79cae25', u'caca79cae256', u'caca79cae2565']",http://www.starwoodhotels.com/pub/media/1388/fpt1388wb1_tn.jpg,1388
5,Hollywood,(954) 602-7000,"The Westin Diplomat Resort & Spa, Hollywood, Florida",United States,,3555 South Ocean Drive,westin,(954) 602-6000,Florida,33019,"25.990607,-80.118828",2010-09-23T05:51:58,"[u'9', u'98', u'983', u'9835', u'9835a', u'9835aa', u'9835aa3', u'9835aa3c', u'9835aa3cf', u'9835aa3cf8', u'9835aa3cf87', u'9835aa3cf875', u'9835aa3cf8755']",http://www.starwoodhotels.com/pub/media/1402/wes1402po.70874_tn.jpg,1402
5,Mexico City,(52)(55) 91381899,W Mexico City,Mexico,"Chapultepec, Polanco",Campos Eliseos 252,whotels,(52)(55) 91381800,Federal District ,11560,"19.428776,-99.190621",2010-09-22T23:51:47,"[u'8', u'87', u'87c', u'87cb', u'87cb9', u'87cb9d', u'87cb9d1', u'87cb9d16', u'87cb9d16f', u'87cb9d16f4', u'87cb9d16f4b', u'87cb9d16f4b6', u'87cb9d16f4b60']",http://www.starwoodhotels.com/pub/media/1444/who1444ls.13843_tn.jpg,1444
5,New York,(212) 307-1776,Le Parker Méridien New York,United States,,119 West 56th Street,lemeridien,(212) 245-5000,New York,10019,"40.763999,-73.978481",2010-09-22T11:28:20,"[u'9', u'9a', u'9ac', u'9ac7', u'9ac7b', u'9ac7be', u'9ac7be9', u'9ac7be92', u'9ac7be92c', u'9ac7be92ce', u'9ac7be92ce8', u'9ac7be92ce80', u'9ac7be92ce805']",http://www.starwoodhotels.com/pub/media/1909/mer1909de.74099_tn.jpg,1909
5,Los Angeles,(310) 824-0355,W Los Angeles - Westwood,United States,,930 Hilgard Avenue,whotels,(310) 208-8765,California,90024,"34.063201,-118.441029",2010-09-23T20:10:46,"[u'8', u'8e', u'8e4', u'8e45', u'8e457', u'8e457a', u'8e457a1', u'8e457a1c', u'8e457a1c1', u'8e457a1c15', u'8e457a1c159', u'8e457a1c1595', u'8e457a1c15957']",http://www.starwoodhotels.com/pub/media/97518/na97518ex2_tn.jpg,97518
6,Honolulu,(808) 931-7098,"The Royal Hawaiian, Waikiki",United States,,2259 Kalakaua Avenue,luxury,(808) 923-7311,Hawaii,96815,"21.279037,-157.829032",2010-09-23T01:16:15,"[u'8', u'82', u'82f', u'82fd', u'82fd7', u'82fd70', u'82fd701', u'82fd701a', u'82fd701a2', u'82fd701a2b', u'82fd701a2b6', u'82fd701a2b69', u'82fd701a2b695']",http://www.starwoodhotels.com/pub/media/376/lux376ex.22745_tn.jpg,376
2,Dania,(954) 920-3571,Sheraton Fort Lauderdale Airport & Cruise Port Hotel,United States,,1825 Griffin Road,sheraton,(954) 920-3500,Florida,33004,"26.061438,-80.162333",2010-09-23T06:03:59,"[u'9', u'98', u'983', u'9836', u'98365', u'983657', u'9836575', u'98365754', u'98365754d', u'98365754dc', u'98365754dcb', u'98365754dcb8', u'98365754dcb84']",http://www.starwoodhotels.com/pub/media/1115/she1115ex.39008_tn.jpg,1115
2,Green Bay,(920) 593-6000,Aloft Green Bay,United States,,465 Pilgrim Way,alofthotels,(920) 884-0800,Wisconsin,54304,"44.477939,-88.053184",2010-09-22T11:32:20,"[u'9', u'9a', u'9aa', u'9aab', u'9aab3', u'9aab34', u'9aab340', u'9aab3406', u'9aab3406b', u'9aab3406bc', u'9aab3406bce', u'9aab3406bce0', u'9aab3406bce02']",http://www.starwoodhotels.com/pub/media/alf/alfex.72518_tn.jpg,3230
3,Bangkok,(66)(2) 236 8320,Royal Orchid Sheraton Hotel & Towers,Thailand,"Siphya, Bangrak",2 Charoen Krung Road Soi 30 (Captain Bush Lane),sheraton,(66)(2) 266 0123,,10500,"13.7262395,100.5267991",2010-09-22T21:23:12,"[u'd', u'd2', u'd21', u'd21f', u'd21f9', u'd21f95', u'd21f957', u'd21f9572', u'd21f95729', u'd21f957293', u'd21f9572934', u'd21f95729348', u'd21f957293481']",http://www.starwoodhotels.com/pub/media/172/she172ex.68252_tn.jpg,172
4,Honolulu,(808) 931-4577,Sheraton Princess Kaiulani,United States,,120 Kaiulani Ave,sheraton,(808) 922-5811,Hawaii,96815,"21.2774949,-157.825737",2010-09-23T01:08:14,"[u'8', u'82', u'82f', u'82fd', u'82fd7', u'82fd70', u'82fd701', u'82fd7018', u'82fd7018e', u'82fd7018ed', u'82fd7018ed2', u'82fd7018ed2d', u'82fd7018ed2d6']",http://www.starwoodhotels.com/pub/media/380/she380po.22931_tn.jpg,380
3,Mississauga,(905) 678-9130,Four Points by Sheraton Toronto Airport,Canada,,6257 Airport Road,fourpoints,(905) 678-1400,Ontario,L4V 1E4,"43.6897249,-79.6213646",2010-09-24T06:23:17,"[u'9', u'9a', u'9ab', u'9abd', u'9abd1', u'9abd1c', u'9abd1c0', u'9abd1c09', u'9abd1c09b', u'9abd1c09bb', u'9abd1c09bb5', u'9abd1c09bb57', u'9abd1c09bb579']",http://www.starwoodhotels.com/pub/media/1490/fpt1490ex.39474_tn.jpg,1490
3,North Charleston,(843) 566-7001,Aloft Charleston Airport & Convention Center,United States,,4875 Tanger Outlet Boulevard,alofthotels,(843) 566-7300,South Carolina,29418,"32.873221,-80.018178",2010-09-23T15:02:13,"[u'9', u'98', u'98b', u'98bd', u'98bda', u'98bda1', u'98bda14', u'98bda141', u'98bda141a', u'98bda141a4', u'98bda141a42', u'98bda141a42c', u'98bda141a42c6']",http://www.starwoodhotels.com/pub/media/1990/alf1990ex.74101_tn.jpg,1990
3,Hanover,(443) 577-0238,Element Arundel Mills,United States,,7522 Teague Road,element,(443) 577-0050,Maryland,21076,"39.1559079,-76.717214",2010-09-22T11:36:20,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6b9', u'9a6b9f', u'9a6b9f0', u'9a6b9f04', u'9a6b9f040', u'9a6b9f040a', u'9a6b9f040ad', u'9a6b9f040ade', u'9a6b9f040ade4']",http://www.starwoodhotels.com/pub/media/3051/elm3051gr.85506_tn.jpg,3051
4,Charlotte,(704) 248-4005,"The Ballantyne, Charlotte",United States,,10000 Ballantyne Commons Parkway,luxury,(704) 248-4000,North Carolina,28277,"35.056901,-80.848142",2010-09-23T21:44:44,"[u'9', u'9a', u'9a1', u'9a16', u'9a16e', u'9a16e2', u'9a16e28', u'9a16e28e', u'9a16e28ea', u'9a16e28ea2', u'9a16e28ea26', u'9a16e28ea265', u'9a16e28ea2651']",http://www.starwoodhotels.com/pub/media/1558/lux1558ex.61836_tn.jpg,1558
2,Dallas,(214) 742-5713,Sheraton Suites Market Center Dallas,United States,,2101 Stemmons Freeway,sheraton,(214) 747-3000,Texas,75207,"32.8007865,-96.8233435",2010-09-23T14:42:10,"[u'8', u'8d', u'8de', u'8ded', u'8ded8', u'8ded8c', u'8ded8c3', u'8ded8c39', u'8ded8c397', u'8ded8c3979', u'8ded8c39796', u'8ded8c397969', u'8ded8c397969a']",http://www.starwoodhotels.com/pub/media/96/she96ex.25426_tn.jpg,96
4,Frankfurt,(49)(69) 69772209,"Sheraton Frankfurt Hotel & Towers, Conference Center",Germany,Rhein Main Airport,Hugo-Eckener-Ring 15,sheraton,(49)(69) 69770,,60549,"50.0530654,8.5813198",2010-09-24T07:11:21,"[u'e', u'e0', u'e03', u'e03e', u'e03e0', u'e03e09', u'e03e09e', u'e03e09ee', u'e03e09eea', u'e03e09eea4', u'e03e09eea45', u'e03e09eea45e', u'e03e09eea45eb']",http://www.starwoodhotels.com/pub/media/363/eu363lo1_tn.jpg,363
3,Bellevue,(425) 451-2473,Sheraton Bellevue Hotel,United States,,100 112th Avenue NE,sheraton,(425) 455-3330,Washington,98004,"47.610695,-122.190033",2010-09-22T11:40:20,"[u'a', u'a4', u'a44', u'a44b', u'a44b8', u'a44b8b', u'a44b8b6', u'a44b8b6d', u'a44b8b6dd', u'a44b8b6dd5', u'a44b8b6dd56', u'a44b8b6dd56d', u'a44b8b6dd56d6']",http://www.starwoodhotels.com/pub/media/1506/she1506lo.74806_tn.jpg,1506
4,Niagara Falls,(905) 371-0157,Sheraton on the Falls Hotel,Canada,,5875 Falls Avenue,sheraton,(905) 374-4445,Ontario,L2G 3K7,"43.0928754,-79.0700332",2010-09-22T11:44:21,"[u'9', u'9a', u'9ab', u'9ab7', u'9ab77', u'9ab770', u'9ab7709', u'9ab77093', u'9ab77093c', u'9ab77093cd', u'9ab77093cd5', u'9ab77093cd5b', u'9ab77093cd5b1']",http://www.starwoodhotels.com/pub/media/1330/she1330ex.55159_tn.jpg,1330
4,Nassau,(242) 327 5968,Sheraton Nassau Beach Resort,Bahamas,West Bay Street,P.O. Box No - 4914,sheraton,(242) 327 6000,,,"25.06,-77.345",2010-09-23T04:34:44,"[u'9', u'98', u'984', u'984a', u'984ad', u'984add', u'984add7', u'984add75', u'984add755', u'984add7552', u'984add75521', u'984add755213', u'984add7552136']",http://www.starwoodhotels.com/pub/media/3067/she3067ex.58936_tn.jpg,3067
4,Ankara,(90)(312) 457 6100,"Sheraton Hotel & Convention Center, Ankara",Turkey,,"Noktali Sokak, Kavaklidere",luxury,(90)(312) 457 6000,,06700,"39.899598,32.865542",2010-09-22T11:48:21,"[u'c', u'cb', u'cb9', u'cb95', u'cb959', u'cb959b', u'cb959bf', u'cb959bfe', u'cb959bfe5', u'cb959bfe55', u'cb959bfe555', u'cb959bfe5551', u'cb959bfe55511']",http://www.starwoodhotels.com/pub/media/331/lux331ex.10935_tn.jpg,331
4,Reston,(703) 860-1594,Sheraton Reston Hotel,United States,,11810 Sunrise Valley Drive,sheraton,(703) 620-9000,Virginia,20191,"38.949972,-77.354366",2010-09-22T11:52:21,"[u'9', u'9a', u'9a6', u'9a6a', u'9a6a7', u'9a6a7d', u'9a6a7d7', u'9a6a7d76', u'9a6a7d762', u'9a6a7d7621', u'9a6a7d76210', u'9a6a7d762101', u'9a6a7d7621019']",http://www.starwoodhotels.com/pub/media/655/she655ex.63017_tn.jpg,655
4,Seoul,(82)(2) 752 1443,"The Westin Chosun, Seoul",South Korea,,"87 Sogong-Dong, Jung-gu",westin,(82)(2) 771 0500,,100-070,"37.5640333,126.9801766",2010-09-22T11:56:22,"[u'd', u'db', u'db6', u'db66', u'db663', u'db6638', u'db6638f', u'db6638f0', u'db6638f08', u'db6638f088', u'db6638f0886', u'db6638f08863', u'db6638f088638']",http://www.starwoodhotels.com/pub/media/1064/wes1064gr.83145_tn.jpg,1064
3,Asuncion,(595) (21) 6177001,Sheraton Asuncion Hotel,Paraguay,,Aviadores Del Chaco 2066,sheraton,(595) (21) 6177000,,,"-25.2821972,-57.6351",2010-09-22T15:45:38,"[u'3', u'33', u'33b', u'33b5', u'33b50', u'33b500', u'33b5008', u'33b5008f', u'33b5008f5', u'33b5008f51', u'33b5008f51c', u'33b5008f51c1', u'33b5008f51c16']",http://www.starwoodhotels.com/pub/media/1450/she1450ex.79984_tn.jpg,1450
4,Frisco,(972) 668-8100,The Westin Stonebriar,United States,,1549 Legacy Drive,westin,(972) 668-8000,Texas,75034,"33.0917032,-96.841394",2010-09-23T15:47:12,"[u'8', u'8d', u'8de', u'8def', u'8def0', u'8def06', u'8def060', u'8def0604', u'8def06046', u'8def060462', u'8def0604625', u'8def0604625d', u'8def0604625d7']",http://www.starwoodhotels.com/pub/media/1193/wes1193ex.50939_tn.jpg,1193
3,Jaipur,(91)(1426) 515151,Le Méridien Jaipur,India,,1 Riico Kukas,lemeridien,(91)(1415) 114455,Rajasthan,303101,"24.5922444,72.7050207",2010-09-23T04:02:38,"[u'c', u'cd', u'cd0', u'cd0d', u'cd0de', u'cd0def', u'cd0def8', u'cd0def87', u'cd0def87e', u'cd0def87e0', u'cd0def87e04', u'cd0def87e04f', u'cd0def87e04f6']",http://www.starwoodhotels.com/pub/media/1828/mer1828wn.48054_tn.jpg,1828
3,Dallas,(972) 503-8701,Le Méridien Dallas North,United States,,13402 Noel Road,lemeridien,(972) 503-8700,Texas,75240,"32.930451,-96.818055",2010-09-23T15:39:10,"[u'8', u'8d', u'8de', u'8ded', u'8deda', u'8deda6', u'8deda63', u'8deda636', u'8deda636d', u'8deda636d2', u'8deda636d2f', u'8deda636d2f5', u'8deda636d2f56']",http://www.starwoodhotels.com/pub/media/3041/mer3041lo.89360_tn.jpg,3041
3,Rogers,(714) 384-7576,Aloft Rogers-Bentonville,United States,,1103 South 52nd Street,alofthotels,(479) 268-6799,Arkansas,72758,"36.3246284,-94.1863227",2010-09-24T03:22:55,"[u'8', u'8f', u'8f5', u'8f5b', u'8f5b8', u'8f5b88', u'8f5b889', u'8f5b8893', u'8f5b88937', u'8f5b88937c', u'8f5b88937c3', u'8f5b88937c35', u'8f5b88937c35a']",http://www.starwoodhotels.com/pub/media/3070/alf3070ex.68140_tn.jpg,3070
3,Aurora,(303) 371-9505,Aloft Denver International Airport,United States,,16470 East 40th Circle,alofthotels,(303) 371-9500,Colorado,80011,"39.769245,-104.796267",2010-09-22T12:00:22,"[u'8', u'8f', u'8f9', u'8f91', u'8f919', u'8f9195', u'8f9195e', u'8f9195ee', u'8f9195ee9', u'8f9195ee94', u'8f9195ee94c', u'8f9195ee94cd', u'8f9195ee94cd7']",http://www.starwoodhotels.com/pub/media/3166/alf3166lo.80960_tn.jpg,3166
5,Hollywood,(323) 798-1305,W Hollywood,United States,,6250 Hollywood Boulevard,whotels,(323) 798-1300,California,90028,"34.101611,-118.325301",2010-09-23T20:36:20,"[u'8', u'8e', u'8e4', u'8e45', u'8e45d', u'8e45d1', u'8e45d14', u'8e45d145', u'8e45d1454', u'8e45d14540', u'8e45d145406', u'8e45d1454061', u'8e45d14540619']",http://www.starwoodhotels.com/pub/media/1789/who1789ex.87755_tn.jpg,1789
3,Dongguan,(86)(769) 8590 8888,Sheraton Dongguan Hotel,China,,S256 Provincial Highway Houjie Town,sheraton,(86)(769) 8598 8888,Guangdong,523962,"23.01588,113.74334",2010-09-23T02:32:32,"[u'd', u'd9', u'd90', u'd900', u'd900d', u'd900de', u'd900de8', u'd900de8e', u'd900de8eb', u'd900de8eb3', u'd900de8eb31', u'd900de8eb31f', u'd900de8eb31fd']",http://www.starwoodhotels.com/pub/media/1460/she1460ex.5170_tn.jpg,1460
3,Xiamen,(86)(592) 553 9088,Sheraton Xiamen Hotel,China,,386-1 Jiahe Road,sheraton,(86)(592) 552 5888,Fujian,361009,"24.495612,118.127132",2010-09-23T03:38:37,"[u'd', u'd9', u'd91', u'd918', u'd918a', u'd918a2', u'd918a22', u'd918a228', u'd918a2289', u'd918a22896', u'd918a228962', u'd918a2289625', u'd918a22896259']",http://www.starwoodhotels.com/pub/media/1545/she1545lo.36996_tn.jpg,1545
4,Philadelphia,(215) 567-2822,The Westin Philadelphia,United States,,99 South 17th Street at Liberty Place,westin,(215) 563-1600,Pennsylvania,19103,"39.9529899,-75.1684441",2010-09-22T12:04:22,"[u'9', u'9a', u'9ac', u'9ac4', u'9ac4e', u'9ac4e2', u'9ac4e25', u'9ac4e258', u'9ac4e2582', u'9ac4e2582a', u'9ac4e2582a0', u'9ac4e2582a00', u'9ac4e2582a00c']",http://www.starwoodhotels.com/pub/media/1231/wes1231ex.44898_tn.jpg,1231
4,Chicago,(312) 397-5580,The Westin Michigan Avenue Chicago,United States,,909 North Michigan Avenue,westin,(312) 943-7200,Illinois,60611,"41.899498,-87.623493",2010-09-22T12:08:23,"[u'9', u'9a', u'9a8', u'9a8b', u'9a8bc', u'9a8bc7', u'9a8bc72', u'9a8bc72a', u'9a8bc72a4', u'9a8bc72a4c', u'9a8bc72a4c2', u'9a8bc72a4c21', u'9a8bc72a4c213']",http://www.starwoodhotels.com/pub/media/1030/wes1030ex.46681_tn.jpg,1030
4,San Antonio,(210) 444-6000,"The Westin Riverwalk, San Antonio",United States,,420 W Market Street,westin,(210) 224-6500,Texas,78205,"29.423388,-98.490731",2010-09-23T09:16:37,"[u'8', u'8d', u'8dc', u'8dc3', u'8dc3f', u'8dc3f7', u'8dc3f79', u'8dc3f794', u'8dc3f7949', u'8dc3f7949a', u'8dc3f7949ad', u'8dc3f7949add', u'8dc3f7949add9']",http://www.starwoodhotels.com/pub/media/1167/wes1167ex.66626_tn.jpg,1167
5,Shanghai,(86)(21) 6335 2888,"The Westin Bund Center, Shanghai",China,,"Bund Center, 88 Henan Central Road",westin,(86)(21) 6335 1888,Shanghai,200002,"31.232424,121.486843",2010-09-23T12:37:47,"[u'd', u'd9', u'd9b', u'd9b4', u'd9b43', u'd9b43c', u'd9b43c9', u'd9b43c9a', u'd9b43c9a2', u'd9b43c9a28', u'd9b43c9a280', u'd9b43c9a2801', u'd9b43c9a2801a']",http://www.starwoodhotels.com/pub/media/1379/wes1379ex.60810_tn.jpg,1379
3,Rome,(39)(06) 5940689,Sheraton Roma Hotel & Conference Center,Italy,,"Viale Del Pattinaggio, 100",sheraton,(39)(06) 54531,,00144,"41.8416482,12.4721694",2010-09-24T05:39:11,"[u'c', u'ca', u'cac', u'caca', u'cacad', u'cacad1', u'cacad15', u'cacad15c', u'cacad15c1', u'cacad15c17', u'cacad15c177', u'cacad15c1771', u'cacad15c17712']",http://www.starwoodhotels.com/pub/media/497/she497ex.11326_tn.jpg,497
3,Anaheim,(714) 535-3889,Sheraton Anaheim Hotel,United States,,900 South Disneyland Drive,sheraton,(714) 778-1700,California,92802,"33.8219018,-117.9234392",2010-09-23T18:50:18,"[u'8', u'8e', u'8e5', u'8e50', u'8e500', u'8e5006', u'8e50069', u'8e500698', u'8e5006984', u'8e5006984d', u'8e5006984da', u'8e5006984da3', u'8e5006984da39']",http://www.starwoodhotels.com/pub/media/995/she995ex.34044_tn.jpg,995
3,Medina,(966)(4) 846 0385,Le Méridien Medina,Saudi Arabia,PO Box 1735,Khaled Bin El Waleed Road,lemeridien,(966)(4) 846 0777,,,"24.460899,39.62019",2010-09-23T03:06:35,"[u'c', u'c9', u'c95', u'c958', u'c958a', u'c958a4', u'c958a4d', u'c958a4d2', u'c958a4d2e', u'c958a4d2ee', u'c958a4d2ee0', u'c958a4d2ee06', u'c958a4d2ee064']",http://www.starwoodhotels.com/pub/media/1889/mer1889ex.62201_tn.jpg,1889
1,Taipei,(886)(2) 2222 5299,"Four Points by Sheraton Chung Ho, Taipei",Taiwan,,"631 Chung Cheng Road, Chung Ho City",fourpoints,(886)(2) 2222 9999,,235,"24.994446,121.4970294",2010-09-23T04:22:39,"[u'd', u'd9', u'd91', u'd91e', u'd91e9', u'd91e94', u'd91e94b', u'd91e94b1', u'd91e94b15', u'd91e94b15b', u'd91e94b15b4', u'd91e94b15b4f', u'd91e94b15b4f5']",http://www.starwoodhotels.com/pub/media/1372/fpt1372ex.4563_tn.jpg,1372
6,Miami Beach,(305) 938-3005,W South Beach,United States,,2201 Collins Avenue,whotels,(305) 938-3000,Florida,33139,"25.797829,-80.127861",2010-09-23T05:43:56,"[u'9', u'98', u'983', u'9835', u'98358', u'98358a', u'98358a1', u'98358a11', u'98358a118', u'98358a118e', u'98358a118e4', u'98358a118e4f', u'98358a118e4fa']",http://www.starwoodhotels.com/pub/media/1599/who1599gr.83926_tn.jpg,1599
3,Dusseldorf,(49)(211) 38670333,Four Points by Sheraton Central Dusseldorf,Germany,,Luisenstrasse 42,fourpoints,(49)(211) 386700,,40215,"51.21738,6.78142",2010-09-22T00:42:19,"[u'e', u'e0', u'e09', u'e090', u'e090f', u'e090f3', u'e090f32', u'e090f32e', u'e090f32ec', u'e090f32ec8', u'e090f32ec8b', u'e090f32ec8b3', u'e090f32ec8b3a']",http://www.starwoodhotels.com/pub/media/1413/eu1413lo1_tn.jpg,1413
1,Oklahoma City,(405) 682-9090,Four Points by Sheraton Oklahoma City Airport,United States,,6300 East Terminal Drive,fourpoints,(405) 681-3500,Oklahoma,73159,"35.403064,-97.595836",2010-09-24T01:34:19,"[u'8', u'8f', u'8f4', u'8f4c', u'8f4c6', u'8f4c63', u'8f4c63c', u'8f4c63c3', u'8f4c63c3a', u'8f4c63c3a7', u'8f4c63c3a7e', u'8f4c63c3a7e0', u'8f4c63c3a7e09']",http://www.starwoodhotels.com/pub/media/653/fpt653ex.28697_tn.jpg,653
4,Stockholm,(46) (8) 4123409,Sheraton Stockholm Hotel,Sweden,,"Tegelbacken 6, Box 195",sheraton,(46) (8) 4123400,,10123,"59.3288855,18.0617471",2010-09-22T12:12:23,"[u'e', u'e2', u'e27', u'e270', u'e2707', u'e27079', u'e270794', u'e2707940', u'e2707940a', u'e2707940aa', u'e2707940aae', u'e2707940aae4', u'e2707940aae4b']",http://www.starwoodhotels.com/pub/media/298/she298lo.77316_tn.jpg,298
