category,city,fax,added,last_checked,name,phone,country,address2,location_geocells,coord,id,last_refreshed,state,image_url,__scatter__,key,address,postal_code,brand,location
4,Albufeira,(351)(289) 501950,2010-08-20T04:52:30,2011-01-29T22:07:28,"Sheraton Algarve Hotel, Albufeira",(351)(289) 500100,Portugal,,"[u'9', u'9f', u'9f6', u'9f64', u'9f648', u'9f648e', u'9f648ea', u'9f648eab', u'9f648eabc', u'9f648eabcf', u'9f648eabcf1', u'9f648eabcf15', u'9f648eabcf15d']",,199,2010-08-18T20:00:23,,http://www.starwoodhotels.com/pub/media/199/lux199ex.47746_tn.jpg,,169040,"Praia da Falesia, Apartado P.O. Box 644",8200,luxury,"37.0889909,-8.2522825"
5,Dubai,(971)(4) 2213468,2010-08-21T03:54:12,2011-02-28T11:46:15,Sheraton Dubai Creek Hotel & Towers,(971)(4) 2281111,United Arab Emirates,P.O. Box 4250,"[u'c', u'cc', u'cc1', u'cc1f', u'cc1fb', u'cc1fb9', u'cc1fb98', u'cc1fb987', u'cc1fb9870', u'cc1fb9870a', u'cc1fb9870af', u'cc1fb9870afc', u'cc1fb9870afcd']",,408,2010-08-19T19:02:36,,http://www.starwoodhotels.com/pub/media/408/she408ex.49039_tn.jpg,,169041,Baniyas Street/Creek Road,,sheraton,"25.25,55.3"
2,Xian,(86)(29) 8426 2188,2010-08-21T11:34:22,2011-01-25T07:04:03,Sheraton Xian Hotel,(86)(29) 8426 1888,China,,"[u'd', u'da', u'da5', u'da51', u'da51b', u'da51b0', u'da51b0c', u'da51b0c9', u'da51b0c94', u'da51b0c94a', u'da51b0c94ac', u'da51b0c94acb', u'da51b0c94acbb']",,475,2010-08-20T02:43:55,Shaanxi,http://www.starwoodhotels.com/pub/media/475/ap475ex2_tn.jpg,,169042,No. 262 Feng Hao East Rd,710077,sheraton,"34.3054529,108.6851963"
5,Dubai,(00971)(4) 3230343,2010-08-21T03:44:09,2011-02-28T06:46:11,"Four Points by Sheraton Sheikh Zayed Road, Dubai",(00971)(4) 3230333,United Arab Emirates,P.O. Box 116162,"[u'c', u'cc', u'cc1', u'cc1f', u'cc1f9', u'cc1f9a', u'cc1f9aa', u'cc1f9aa4', u'cc1f9aa42', u'cc1f9aa42e', u'cc1f9aa42e6', u'cc1f9aa42e6b', u'cc1f9aa42e6bd']",,3094,2010-08-19T18:52:34,,http://www.starwoodhotels.com/pub/media/3094/fpt3094ex.59945_tn.jpg,,169043,Sheikh Zayed Road,,fourpoints,"25.1270151,55.2071978"
2,Geelong,(61)(3) 5223 3417,2010-08-20T20:14:59,2011-02-18T19:43:07,Four Points by Sheraton Geelong,(61)(3) 5223 1377,Australia,,"[u'7', u'74', u'749', u'7496', u'7496c', u'7496ce', u'7496cee', u'7496ceea', u'7496ceeae', u'7496ceeae3', u'7496ceeae34', u'7496ceeae34a', u'7496ceeae34ab']",,1302,2010-08-19T11:13:20,Victoria,http://www.starwoodhotels.com/pub/media/1302/fpt1302re.69939_tn.jpg,,170036,10-14 Eastern Beach Road,3220,fourpoints,"-38.145004,144.363622"
4,Dallas,(972) 851-2869,2010-08-21T09:01:55,2011-01-22T02:03:27,The Westin Galleria Dallas,(972) 934-9494,United States,,"[u'8', u'8d', u'8de', u'8ded', u'8deda', u'8deda6', u'8deda63', u'8deda636', u'8deda6363', u'8deda6363e', u'8deda6363e0', u'8deda6363e09', u'8deda6363e092']",,1052,2010-08-20T00:11:24,Texas,http://www.starwoodhotels.com/pub/media/1052/wes1052lo.75798_tn.jpg,,170037,13340 Dallas Parkway,75240,westin,"32.929999,-96.820424"
3,Tirana,(355)(4) 2274711,2010-08-20T19:48:55,2011-02-18T05:43:00,Sheraton Tirana Hotel,(355)(4) 2274707,Albania,,"[u'c', u'ca', u'cad', u'cadc', u'cadca', u'cadca1', u'cadca16', u'cadca16a', u'cadca16aa', u'cadca16aa1', u'cadca16aa1d', u'cadca16aa1de', u'cadca16aa1de5']",,1439,2010-08-19T10:47:16,,http://www.starwoodhotels.com/pub/media/1439/she1439ex.55124_tn.jpg,,170038,Sheshi Italia,,sheraton,"41.33,19.82"
4,Kyoto,(81)(75) 751-2490,2010-08-21T11:52:24,2011-01-25T16:04:08,"The Westin Miyako, Kyoto",(81)(75) 771-7111,Japan,,"[u'd', u'de', u'de0', u'de02', u'de02e', u'de02e0', u'de02e0d', u'de02e0dd', u'de02e0dd4', u'de02e0dd45', u'de02e0dd458', u'de02e0dd4583', u'de02e0dd4583c']",,1427,2010-08-20T03:01:58,Kyoto,http://www.starwoodhotels.com/pub/media/1427/ap1427ex2_tn.jpg,,170039,"Sanjo, Keage, Higashiyama-ku",605-0052,westin,"35.0080367,135.7893359"
3,Hyderabad,(91)(40) 6767 76 76,2010-08-21T00:21:35,2011-02-24T00:44:49,The Westin Hyderabad Mindspace,(91)(40) 6767 67 67,India,Madhapur,"[u'c', u'c7', u'c79', u'c795', u'c795d', u'c795db', u'c795db8', u'c795db82', u'c795db828', u'c795db828a', u'c795db828a5', u'c795db828a5f', u'c795db828a5fd']",,3219,2010-08-19T15:21:56,Andhra Pradesh,http://www.starwoodhotels.com/pub/media/3219/wes3219ex.87634_tn.jpg,,170040,Mindspace IT Park,,westin,"17.385044,78.486671"
4,Sebring,(863) 655-6303,2010-08-21T05:00:21,2011-03-01T20:46:39,"Four Points by Sheraton Sebring, Château Élan",(863) 655-7200,United States,,"[u'9', u'98', u'983', u'983e', u'983e0', u'983e04', u'983e049', u'983e0499', u'983e0499a', u'983e0499a3', u'983e0499a31', u'983e0499a31d', u'983e0499a31de']",,1731,2010-08-19T20:10:47,Florida,http://www.starwoodhotels.com/pub/media/1731/na1731ex1_tn.jpg,,170041,150 Midway Drive,33870,fourpoints,"27.451604,-81.358744"
2,Lattakia,(963) (41) 428732,2010-08-20T03:40:07,2011-01-28T00:06:42,Le Méridien Lattakia,(963) (41) 428736,Syria,,"[u'c', u'cb', u'cb4', u'cb49', u'cb499', u'cb4995', u'cb49952', u'cb499525', u'cb499525f', u'cb499525fa', u'cb499525fa7', u'cb499525fa7e', u'cb499525fa7e4']",,1892,2010-08-18T18:50:18,,http://www.starwoodhotels.com/pub/media/1892/mer1892wn.48130_tn.jpg,,170042,PO Box 473,,lemeridien,"35.52145,35.7924"
3,Puerto Vallarta,(52)(322) 222 0500,2010-08-21T01:35:49,2011-02-25T14:45:19,Sheraton Buganvilias Resort and Convention Center,(52)(322) 226 0404,Mexico,,"[u'8', u'87', u'87b', u'87b3', u'87b32', u'87b326', u'87b3266', u'87b32667', u'87b326679', u'87b326679d', u'87b326679df', u'87b326679df4', u'87b326679df47']",,843,2010-08-19T16:42:10,Jalisco,http://www.starwoodhotels.com/pub/media/843/she843ex.90081_tn.jpg,,170043,Boulevard Medina Ascencio 999,48330,sheraton,"20.6259348,-105.2298211"
4,Denver,(303) 572-7288,2010-08-20T19:50:55,2011-02-18T06:43:00,"The Westin Tabor Center, Denver",(303) 572-9100,United States,,"[u'8', u'8f', u'8f9', u'8f91', u'8f913', u'8f9134', u'8f9134e', u'8f9134ed', u'8f9134ed0', u'8f9134ed07', u'8f9134ed073', u'8f9134ed073a', u'8f9134ed073a2']",,1012,2010-08-19T10:49:17,Colorado,http://www.starwoodhotels.com/pub/media/1012/wes1012po.75818_tn.jpg,,170044,1672 Lawrence Street,80202,westin,"39.589485,-104.879862"
2,Beijing,(86)(10) 8889 8899,2010-08-20T19:56:56,2011-02-18T09:43:03,"Four Points by Sheraton Beijing, Haidian",(86)(10) 8889 8888,China,Haidian District,"[u'd', u'db', u'db8', u'db84', u'db84e', u'db84e7', u'db84e72', u'db84e720', u'db84e7203', u'db84e72038', u'db84e720389', u'db84e7203894', u'db84e7203894a']",,3017,2010-08-19T10:55:18,Beijing,http://www.starwoodhotels.com/pub/media/3017/fpt3017ex.76077_tn.jpg,,170045,"Tower 1, 25 Yuanda Road",100097,fourpoints,"39.9584,116.2808"
3,St. Louis,(314) 863-8513,2010-08-20T05:10:33,2011-01-30T07:07:33,Sheraton Clayton Plaza Hotel St. Louis,(314) 863-0400,United States,,"[u'8', u'8f', u'8f7', u'8f7d', u'8f7df', u'8f7dfa', u'8f7dfa2', u'8f7dfa2c', u'8f7dfa2cf', u'8f7dfa2cfa', u'8f7dfa2cfa6', u'8f7dfa2cfa6e', u'8f7dfa2cfa6e3']",,1233,2010-08-18T20:18:25,Missouri,http://www.starwoodhotels.com/pub/media/1233/she1233ex.68220_tn.jpg,,170046,7730 Bonhomme Avenue,63105,sheraton,"38.647064,-90.336234"
2,Pleasanton,(925) 847-9455,2010-08-20T19:58:56,2011-02-18T10:43:03,Four Points by Sheraton Pleasanton,(925) 460-8800,United States,,"[u'8', u'8e', u'8e6', u'8e63', u'8e639', u'8e6393', u'8e6393a', u'8e6393a0', u'8e6393a0a', u'8e6393a0ac', u'8e6393a0ac5', u'8e6393a0ac5a', u'8e6393a0ac5a6']",,712,2010-08-19T10:57:18,California,http://www.starwoodhotels.com/pub/media/712/fpt712lo.51695_tn.jpg,,171024,5115 Hopyard Road,94588,fourpoints,"37.69653,-121.903342"
2,Bolzano-Bozen,(39)(0471) 1950999,2010-08-20T20:00:57,2011-02-18T11:43:04,Four Points by Sheraton Bolzano,(39)(0471) 1950000,Italy,,"[u'e', u'e0', u'e04', u'e048', u'e0480', u'e04802', u'e048027', u'e048027b', u'e048027be', u'e048027be9', u'e048027be93', u'e048027be931', u'e048027be9316']",,1462,2010-08-19T10:59:18,,http://www.starwoodhotels.com/pub/media/1462/fpt1462ex.69894_tn.jpg,,171025,"Via Bruno Buozzi, 35",39100,fourpoints,"46.4718711,11.324624"
2,San Salvador,(503) 2283 4040,2010-08-21T00:03:33,2011-02-23T14:44:33,Sheraton Presidente San Salvador Hotel,(503) 2283 4000,El Salvador,Col. San Benito,"[u'9', u'92', u'920', u'920a', u'920a6', u'920a6a', u'920a6ac', u'920a6ac3', u'920a6ac37', u'920a6ac375', u'920a6ac375d', u'920a6ac375dc', u'920a6ac375dc2']",,1597,2010-08-19T15:03:55,,http://www.starwoodhotels.com/pub/media/1597/she1597ex.45080_tn.jpg,,171026,Ave. La Revolucion,,sheraton,"13.6925106,-89.2419843"
4,Philadelphia,(215) 238-6652,2010-08-20T20:02:57,2011-02-18T12:43:04,Sheraton Society Hill Hotel,(215) 238-6000,United States,(2nd and Walnut Streets),"[u'9', u'9a', u'9ac', u'9ac4', u'9ac4e', u'9ac4e3', u'9ac4e30', u'9ac4e300', u'9ac4e3001', u'9ac4e30014', u'9ac4e300144', u'9ac4e3001445', u'9ac4e30014458']",,166,2010-08-19T11:01:19,Pennsylvania,http://www.starwoodhotels.com/pub/media/166/she166ex.71044_tn.jpg,,171027,One Dock Street,19106,sheraton,"39.946297,-75.144188"
4,Mexico City,(52)(55) 5258 8501,2010-08-21T01:13:44,2011-02-25T03:45:11,"Sheraton Suites Santa Fe, Mexico City",(52)(55) 5258 8500,Mexico,,"[u'8', u'87', u'87c', u'87cb', u'87cb9', u'87cb94', u'87cb94c', u'87cb94cb', u'87cb94cb4', u'87cb94cb49', u'87cb94cb492', u'87cb94cb4926', u'87cb94cb4926a']",,238,2010-08-19T16:20:05,Federal District ,http://www.starwoodhotels.com/pub/media/238/she238ex.63617_tn.jpg,,171028,Guillermo Gonzalez Camarena St #200,01210,sheraton,"19.3665569,-99.2638312"
3,Syracuse,(315) 475-3311,2010-08-20T20:04:57,2011-02-18T13:43:04,Sheraton Syracuse University Hotel & Conference Center,(315) 475-3000,United States,,"[u'9', u'9a', u'9ae', u'9ae3', u'9ae35', u'9ae35b', u'9ae35b7', u'9ae35b78', u'9ae35b788', u'9ae35b788e', u'9ae35b788eb', u'9ae35b788ebb', u'9ae35b788ebb7']",,813,2010-08-19T11:03:19,New York,http://www.starwoodhotels.com/pub/media/813/she813ex.51263_tn.jpg,,171029,801 University Avenue,13210,sheraton,"43.040995,-76.134439"
3,Frazer,(610) 524-1808,2010-08-20T20:06:57,2011-02-18T15:43:05,Sheraton Great Valley Hotel,(610) 524-5500,United States,,"[u'9', u'9a', u'9ac', u'9ac4', u'9ac4b', u'9ac4b8', u'9ac4b8a', u'9ac4b8aa', u'9ac4b8aaf', u'9ac4b8aaf6', u'9ac4b8aaf66', u'9ac4b8aaf661', u'9ac4b8aaf6611']",,867,2010-08-19T11:05:19,Pennsylvania,http://www.starwoodhotels.com/pub/media/867/she867ex.24910_tn.jpg,,171030,707 East Lancaster Avenue,19355,sheraton,"40.03371,-75.580932"
4,Hanoi,(84)(4) 3719 9001,2010-08-21T01:47:50,2011-02-25T20:45:24,Sheraton Hanoi Hotel,(84)(4) 3719 9000,Vietnam,Tay Ho District,"[u'd', u'd2', u'd2e', u'd2e7', u'd2e7a', u'd2e7af', u'd2e7af7', u'd2e7af7d', u'd2e7af7db', u'd2e7af7db7', u'd2e7af7db72', u'd2e7af7db725', u'd2e7af7db7252']",,1484,2010-08-19T16:54:12,,http://www.starwoodhotels.com/pub/media/1484/she1484ex.75375_tn.jpg,,171031,"K5 Nghi Tam, 11 Xuan Dieu Road",,sheraton,"21.068564,105.8172881"
4,Wheeling,(847) 777-6510,2010-08-20T20:08:58,2011-02-18T16:43:06,The Westin Chicago North Shore,(847) 777-6500,United States,,"[u'9', u'9a', u'9a8', u'9a8b', u'9a8bb', u'9a8bbf', u'9a8bbf5', u'9a8bbf58', u'9a8bbf588', u'9a8bbf5884', u'9a8bbf5884f', u'9a8bbf5884fb', u'9a8bbf5884fb0']",,1724,2010-08-19T11:07:19,Illinois,http://www.starwoodhotels.com/pub/media/1724/wes1724ex.39235_tn.jpg,,171032,601 N. Milwaukee Avenue,60090,westin,"42.150583,-87.911632"
3,Aleppo,(963)(21) 212 1136,2010-08-20T04:26:26,2011-01-29T08:07:19,Sheraton Aleppo Hotel,(963)(21) 212 1111,Syria,P.O. Box 13964,"[u'c', u'cb', u'cb4', u'cb4e', u'cb4e9', u'cb4e94', u'cb4e945', u'cb4e9452', u'cb4e9452c', u'cb4e9452cc', u'cb4e9452cca', u'cb4e9452cca7', u'cb4e9452cca7f']",,1345,2010-08-18T19:34:21,,http://www.starwoodhotels.com/pub/media/1345/she1345ex.49316_tn.jpg,,171033,Al Khandaq Street,,sheraton,"36.215549,37.159279"
6,Moscow,(7)(495) 9319704,2010-08-20T20:10:58,2011-02-18T17:43:06,"Sheraton Palace Hotel, Moscow",(7)(495) 9319700,Russia,,"[u'e', u'e1', u'e1e', u'e1ee', u'e1ee6', u'e1ee67', u'e1ee674', u'e1ee674d', u'e1ee674d8', u'e1ee674d8c', u'e1ee674d8c0', u'e1ee674d8c0b', u'e1ee674d8c0b4']",,137,2010-08-19T11:09:19,,http://www.starwoodhotels.com/pub/media/137/she137ex.8362_tn.jpg,,171034,1st Tverskaya Yamskaya Street 19,125047,sheraton,"55.7738441,37.590441"
4,Montreal,(514) 380-3465,2010-08-20T21:43:13,2011-02-20T15:43:41,Le Westin Montreal,(514) 380-3333,Canada,,"[u'b', u'b0', u'b04', u'b045', u'b045c', u'b045cf', u'b045cf2', u'b045cf2a', u'b045cf2a5', u'b045cf2a5a', u'b045cf2a5a8', u'b045cf2a5a82', u'b045cf2a5a82f']",,3313,2010-08-19T12:42:32,Quebec,http://www.starwoodhotels.com/pub/media/3313/wes3313ex.77946_tn.jpg,,418856,270 Saint-Antoine Ouest,H2Y 0A3,westin,"45.5032465,-73.5603154"
2,Medellin,(57) (4) 321-6806,2010-08-20T21:21:08,2011-02-20T04:43:23,Four Points by Sheraton Medellin,(57) (4) 321-8088,Colombia,,"[u'9', u'90', u'90c', u'90c4', u'90c4b', u'90c4b8', u'90c4b83', u'90c4b830', u'90c4b830d', u'90c4b830da', u'90c4b830da5', u'90c4b830da5e', u'90c4b830da5ee']",,736,2010-08-19T12:20:30,,http://www.starwoodhotels.com/pub/media/736/fpt736ex.80938_tn.jpg,,423715,Carrera 43 C #6 Sur 100,,fourpoints,"6.2531498,-75.5595336"
3,Shanghai,(86)(21) 5039 5699,2010-08-20T20:27:00,2011-02-19T01:43:10,"Four Points by Sheraton Shanghai, Pudong",(86)(21) 5039 9999,China,,"[u'd', u'd9', u'd9b', u'd9b4', u'd9b43', u'd9b434', u'd9b4343', u'd9b43438', u'd9b434389', u'd9b434389b', u'd9b434389b6', u'd9b434389b61', u'd9b434389b61b']",,1716,2010-08-19T11:25:21,Shanghai,http://www.starwoodhotels.com/pub/media/1716/fpt1716gr.35150_tn.jpg,,427726,2111 Pudong Nan Road,200127,fourpoints,"31.1317021,121.4887359"
4,Tel Aviv,(972)(3) 5233322,2010-08-21T03:16:06,2011-02-27T16:46:02,Sheraton Tel Aviv Hotel and Towers,(972)(3) 5211111,Israel,,"[u'c', u'c9', u'c9e', u'c9e2', u'c9e2c', u'c9e2cd', u'c9e2cd4', u'c9e2cd41', u'c9e2cd413', u'c9e2cd413e', u'c9e2cd413e8', u'c9e2cd413e8f', u'c9e2cd413e8ff']",,326,2010-08-19T18:23:28,,http://www.starwoodhotels.com/pub/media/326/she326re.69057_tn.jpg,,428709,115 Hayarkon Street,63573,sheraton,"32.081406,34.768376"
3,Montreal,(514) 933 7102,2010-08-20T20:59:05,2011-02-19T17:43:18,Le Méridien Versailles,(514) 933 8111,Canada,,"[u'b', u'b0', u'b04', u'b045', u'b045c', u'b045ce', u'b045ce7', u'b045ce70', u'b045ce706', u'b045ce706c', u'b045ce706cd', u'b045ce706cd7', u'b045ce706cd74']",,1913,2010-08-19T11:58:27,Quebec,http://www.starwoodhotels.com/pub/media/1913/mer1913lo.79017_tn.jpg,,433590,1808 Sherbrooke Street West,H3H 1E5,lemeridien,"45.4955117,-73.5826582"
4,Orlando,(407) 239-3111,2010-08-20T19:42:54,2011-02-18T02:42:58,"Sheraton Vistana Resort Villas, Lake BuenaVista/Orlando",(407) 239-3100,United States,,"[u'9', u'98', u'989', u'9894', u'98942', u'989422', u'989422c', u'989422c4', u'989422c43', u'989422c43f', u'989422c43fe', u'989422c43fe1', u'989422c43fe16']",,5608,2010-08-19T10:41:16,Florida,http://www.starwoodhotels.com/pub/media/5608/svo5608po.41277_tn.jpg,,462506,8800 Vistana Centre Drive,32821,sheraton,"28.3680335,-81.5049588"
5,Honolulu,(808) 924-4799,2010-08-20T19:54:56,2011-02-18T08:43:02,"Moana Surfrider, A Westin Resort & Spa, Waikiki Beach",(808) 922-3111,United States,,"[u'8', u'82', u'82f', u'82fd', u'82fd7', u'82fd70', u'82fd701', u'82fd7018', u'82fd70189', u'82fd701896', u'82fd701896e', u'82fd701896ea', u'82fd701896ea8']",,374,2010-08-19T10:53:18,Hawaii,http://www.starwoodhotels.com/pub/media/374/wes374ex.22674_tn.jpg,,490005,2365 Kalakaua Avenue,96815,westin,"21.276738,-157.827358"
4,Tumon,(671) 647-0919,2010-08-21T03:26:08,2011-02-27T21:46:05,"The Westin Resort, Guam",(671) 647-1020,United States,,"[u'd', u'd6', u'd61', u'd61e', u'd61e5', u'd61e5f', u'd61e5fc', u'd61e5fc3', u'd61e5fc39', u'd61e5fc392', u'd61e5fc3921', u'd61e5fc39214', u'd61e5fc392147']",,1057,2010-08-19T18:33:29,Guam,http://www.starwoodhotels.com/pub/media/1057/wes1057ex.57593_tn.jpg,,491006,105 Gun Beach Road,96913,westin,"13.51748,144.80682"
4,Dhaka,(880)(2) 9896661,2010-08-21T03:08:06,2011-02-27T12:45:59,The Westin Dhaka,(880)(2) 9891988,Bangladesh,"Plot-01, Road 45, Gulshan-2","[u'd', u'd8', u'd80', u'd802', u'd8029', u'd8029a', u'd8029ac', u'd8029ac2', u'd8029ac21', u'd8029ac216', u'd8029ac2166', u'd8029ac21663', u'd8029ac216639']",,1394,2010-08-19T18:15:27,,http://www.starwoodhotels.com/pub/media/1394/wes1394ex.54666_tn.jpg,,599083,Main Gulshan Avenue,1212,westin,"23.711476,90.39777"
6,Lagos,(234)(1) 2802280,2010-08-21T00:41:38,2011-02-24T11:44:57,Sheraton Lagos Hotel,(234)(1) 2800100-300,Nigeria,"P.O. Box 21189 Airport Road, Ikeja","[u'c', u'c0', u'c08', u'c086', u'c0863', u'c08636', u'c08636a', u'c08636a7', u'c08636a71', u'c08636a716', u'c08636a7162', u'c08636a7162e', u'c08636a7162eb']",,445,2010-08-19T15:42:00,Lagos,http://www.starwoodhotels.com/pub/media/445/she445ex.74048_tn.jpg,,608071,30 Mobolaji Bank Anthony Way,,sheraton,"6.5838145,3.3584335"
5,Dallas,(214) 261-4575,2010-08-21T00:49:39,2011-02-24T15:45:01,"The Joule, Dallas",(214) 748-1300,United States,,"[u'8', u'8d', u'8de', u'8ded', u'8ded8', u'8ded86', u'8ded86e', u'8ded86ee', u'8ded86ee1', u'8ded86ee14', u'8ded86ee148', u'8ded86ee148d', u'8ded86ee148dd']",,3321,2010-08-19T15:50:01,Texas,http://www.starwoodhotels.com/pub/media/3321/lux3321ex.66157_tn.jpg,,624074,1530 Main Street,75201,luxury,"32.780571,-96.798394"
4,Nice,(33)(4) 93445040,2010-08-21T00:45:39,2011-02-24T13:44:58,Four Points by Sheraton Elysee Palace,(33)(4) 93979090,France,BP 1291,"[u'c', u'ca', u'cab', u'cab9', u'cab90', u'cab90c', u'cab90c6', u'cab90c60', u'cab90c601', u'cab90c601b', u'cab90c601b5', u'cab90c601b51', u'cab90c601b513']",,1363,2010-08-19T15:46:00,,http://www.starwoodhotels.com/pub/media/1363/fpt1363ex.40252_tn.jpg,,630086,"59, Promenade des Anglais",06005,fourpoints,"43.6931462,7.2529818"
6,Monte Carlo,(377) 93 15 79 46,2010-08-21T00:51:40,2011-02-24T16:45:01,Le Méridien Beach Plaza,(377)(93) 30 98 80,Monaco,,"[u'c', u'ca', u'cab', u'cab9', u'cab91', u'cab91a', u'cab91a6', u'cab91a62', u'cab91a62e', u'cab91a62ec', u'cab91a62ec0', u'cab91a62ec08', u'cab91a62ec081']",,1921,2010-08-19T15:52:01,,http://www.starwoodhotels.com/pub/media/1921/mer1921ex.59160_tn.jpg,,645079,22 Avenue Princesse Grace,98000,lemeridien,"43.7417451,7.430199"
5,Bhamdoun,(961)(5) 260310,2010-08-21T03:10:06,2011-02-27T13:45:59,Four Points by Sheraton Bhamdoun,(961)(5) 260300,Lebanon,P.O. Box 244 Aley,"[u'c', u'cb', u'cb4', u'cb41', u'cb411', u'cb4113', u'cb41137', u'cb411370', u'cb411370a', u'cb411370a0', u'cb411370a04', u'cb411370a049', u'cb411370a0499']",,1320,2010-08-19T18:17:27,,http://www.starwoodhotels.com/pub/media/fpt/fptgr.53603_tn.jpg,,645080,Main Square-Bhamdoun Al Mhatta,,fourpoints,"33.807019,35.66182"
5,Maui,(808) 667-3201,2010-08-21T01:01:41,2011-02-24T21:45:06,The Westin Ka'anapali Ocean Resort Villas,(808) 667-3200,United States,Lahaina,"[u'8', u'83', u'83a', u'83a2', u'83a2e', u'83a2e1', u'83a2e12', u'83a2e12f', u'83a2e12f1', u'83a2e12f18', u'83a2e12f185', u'83a2e12f185c', u'83a2e12f185c2']",,1406,2010-08-19T16:08:03,Hawaii,http://www.starwoodhotels.com/pub/media/5647/svo5647ex.85047_tn.jpg,,653064,6 Kai Ala Drive,96761,westin,"20.937563,-156.690831"
7,Porto Cervo,(39)(0789) 931613,2010-08-21T07:45:46,2011-01-20T12:03:09,"Cervo Hotel, Costa Smeralda Resort",(39)(0789) 931111,Italy,,"[u'c', u'ca', u'ca9', u'ca96', u'ca96e', u'ca96e4', u'ca96e42', u'ca96e429', u'ca96e4290', u'ca96e42906', u'ca96e429067', u'ca96e429067f', u'ca96e429067f4']",,64,2010-08-19T22:55:14,,http://www.starwoodhotels.com/pub/media/64/she64ex.41696_tn.jpg,,704308,Costa Smeralda,07020,sheraton,"40.6221967,9.3229213"
4,Lake Buena Vista,(407) 934-4099,2010-08-21T07:27:43,2011-01-20T03:03:05,Walt Disney World Dolphin,(407) 934-4000,United States,,"[u'9', u'98', u'989', u'9894', u'98942', u'98942c', u'98942cc', u'98942cc0', u'98942cc0f', u'98942cc0fa', u'98942cc0fa3', u'98942cc0fa38', u'98942cc0fa380']",,468,2010-08-19T22:37:11,Florida,http://www.starwoodhotels.com/pub/media/468/na468ex2_tn.jpg,,705313,1500 Epcot Resort Boulevard,32830,sheraton,"28.4132865,-81.3385663"
3,Itasca,(630) 773-4088,2010-08-21T06:55:39,2011-01-19T11:02:57,The Westin Chicago Northwest,(630) 773-4000,United States,,"[u'9', u'9a', u'9a8', u'9a8b', u'9a8b9', u'9a8b9e', u'9a8b9e6', u'9a8b9e68', u'9a8b9e68b', u'9a8b9e68bd', u'9a8b9e68bd9', u'9a8b9e68bd9c', u'9a8b9e68bd9c8']",,1760,2010-08-19T22:05:08,Illinois,http://www.starwoodhotels.com/pub/media/1760/wes1760ex.37218_tn.jpg,,727273,400 Park Blvd.,60143,westin,"41.986769,-88.019926"
7,Bora Bora,(689) 607856,2010-08-20T10:33:17,2011-02-06T05:10:03,The St. Regis Bora Bora Resort,(689) 607898,French Polynesia,,"[u'2', u'29', u'299', u'2990', u'29908', u'299083', u'299083c', u'299083c4', u'299083c4e', u'299083c4e7', u'299083c4e75', u'299083c4e757', u'299083c4e757d']",,1743,2010-08-19T01:44:02,,https://www.starwoodhotels.com/pub/media/1743/str1743ex.32629_tn.jpg,,860753,Motu Ome'e BP 506,98730,stregis,"-16.45527,-151.72806"
4,Turin,(39)(011) 664 2001,2010-08-20T11:45:28,2011-02-07T17:11:12,Le Méridien Turin Art+Tech,(39)(011) 664 2000,Italy,,"[u'e', u'e0', u'e01', u'e011', u'e0111', u'e01115', u'e01115a', u'e01115a5', u'e01115a57', u'e01115a57e', u'e01115a57e6', u'e01115a57e60', u'e01115a57e60b']",,1873,2010-08-19T02:54:12,,https://www.starwoodhotels.com/pub/media/1873/eu1873re2_tn.jpg,,868731,Via Nizza 230,10126,lemeridien,"45.034212,7.6679513"
5,Milan,(39)(02) 20582058,2010-08-20T11:15:24,2011-02-07T02:10:43,"Sheraton Diana Majestic, Milan",(39)(02) 20581,Italy,,"[u'e', u'e0', u'e01', u'e014', u'e014c', u'e014c8', u'e014c8f', u'e014c8f0', u'e014c8f08', u'e014c8f080', u'e014c8f0802', u'e014c8f0802b', u'e014c8f0802bb']",,53,2010-08-19T02:24:09,,https://www.starwoodhotels.com/pub/media/53/she53ex.64702_tn.jpg,,872753,"Viale Piave, 42",20129,sheraton,"45.4738699,9.206573"
4,Muscat,(968)(24) 795791,2010-08-20T12:05:30,2011-02-08T03:20:01,Sheraton Oman Hotel,(968)(24) 772772,Oman,Sultanate of Oman,"[u'c', u'cc', u'cc4', u'cc43', u'cc43c', u'cc43c6', u'cc43c66', u'cc43c661', u'cc43c6611', u'cc43c6611d', u'cc43c6611d4', u'cc43c6611d4b', u'cc43c6611d4b7']",,167,2010-08-19T03:14:14,,https://www.starwoodhotels.com/pub/media/167/she167ex.2394_tn.jpg,,889720,"P.O. Box 3260, Ruwi",112,sheraton,"23.61,58.58721"
4,Eilat,(972) (8) 638 3300,2010-08-20T11:59:29,2011-02-08T00:11:23,Le Méridien Eilat,(972) (8) 638 3333,Israel,,"[u'c', u'c9', u'c9c', u'c9c8', u'c9c85', u'c9c851', u'c9c8516', u'c9c85166', u'c9c85166f', u'c9c85166fe', u'c9c85166fe1', u'c9c85166fe1b', u'c9c85166fe1bd']",,1880,2010-08-19T03:08:13,,https://www.starwoodhotels.com/pub/media/1880/mer1880wn.48017_tn.jpg,,891663,North Beach,88119,lemeridien,"29.547597,34.95244"
